Query	Tweet	Username	Date	Hashtags	Likes	Retweets	Url	Cluster
	"You have a cold? Oh.  It’s covid. 

Allergies? Yep. it’s covid. 

Flu? Oh. Definitely covid. 

Stomach virus? Oh yo. You got covid."	likeitor_lumpit	Sun Dec 06 12:59:27 +0000 2020	[]	0	0	https://twitter.com/likeitor_lumpit/status/1335569543725518849	2
	"Nagaland currently has 544 active Covid19 cases
@pangnyu @WeTheNagas @MyGovNagaland #COVID19India #COVID #Covid_19 
https://t.co/thGtJqc8bA"	NENowNews	Sun Dec 06 12:39:51 +0000 2020	['COVID19India', 'COVID', 'Covid_19']	0	0	https://twitter.com/NENowNews/status/1335564608908763138	2
	Covid Covid Covid- flu	louiesleepdog	Sun Dec 06 12:54:38 +0000 2020	[]	0	0	https://twitter.com/louiesleepdog/status/1335568331366129664	0
	"GOD'S WORD WILL NEVER FAIL!

Matthew 24:35 (#KJV) Heaven and earth shall pass away, but my words shall not pass away.

https://t.co/ZmFb8bcG2Z
#Jesus #God #Truth #SundayVibes #covid_19 #covid19 #covid #Faith #Hope #Peace #Joy #USA #Australia #France #Germany #Russia #NYC #Mexico"	Rejoicing_Heart	Sun Dec 06 12:26:24 +0000 2020	['KJV']	0	0	https://twitter.com/Rejoicing_Heart/status/1335561225728569352	0
	"✳️ #DNH press release 06/12/2020 | Dadra and Nagar Haveli #COVID19 update:

➡️01 new COVID-19 positive cases found today.

➡️0 patient recovered and discharged today

➡️06 active cases

➡️1,617 cases recovered
JOIN➡https://t.co/vUGjjkp3rd
#COVID19India #CoronaUpdatesInIndia https://t.co/Evj22fAN64"	Theupdater_	Sun Dec 06 12:25:17 +0000 2020	['DNH', 'COVID19']	0	0	https://twitter.com/Theupdater_/status/1335560946735988736	0
	"And the reality tv star is AWOL. @realDonaldTrump 

#gonegolfing #egregious 4️⃣5️⃣ #orangestain #COVID19 #COVID #Covid_19 @nytimes #NYTimes  📰 https://t.co/ZOXTzmPqYs"	annarchynyc	Sun Dec 06 12:23:29 +0000 2020	['gonegolfing', 'egregious', 'orangestain', 'COVID19', 'COVID']	0	0	https://twitter.com/annarchynyc/status/1335560490664259587	0
	"Hispanic unemployment from Covid-19 cut in half, but can it last? #economy #austin #businessnews #careerchange #careers #covid-19 #covid19 #cut #hispanic #hispanics #houston...
https://t.co/kCyXwpUAri"	BTCETHNews	Sun Dec 06 12:52:39 +0000 2020	['economy', 'austin', 'businessnews', 'careerchange']	0	0	https://twitter.com/BTCETHNews/status/1335567833753743367	2
	@ekbthered Nothing to do with the north, south divide your covid idiots up there with your constantly high case counts, and we’re covid idiots down here, a country full of covid spreaders and death	terrieshorter	Sun Dec 06 12:46:55 +0000 2020	[]	0	0	https://twitter.com/terrieshorter/status/1335566389009068032	2
	@mikehahn_ @realDonaldTrump Yeah it is.  Its moving to the covid ward at your local hospital.  Please tell all of the medical professionals trying to save your infected covid asses that you just don't care about anyone else but yourselves.  Use you last breath to say covid is fake.	SparkytoCband	Sun Dec 06 12:42:39 +0000 2020	[]	0	0	https://twitter.com/SparkytoCband/status/1335565316018073600	2
	👎1,000,000 NEW COVID CASES Dec 1-5 #WorstPresidentEver #TrumpVirus #COVID #COVID19 #COVIDusa #TrumpsCATASTROPHE #TrumpGolfsAmericansDie #TrumpMeltdown #TrumpCrimeFamily #TrumpIsANationalDisgrace #WACKO #LOSER #CHEAT #MORON #DonTheCon #DraftDodger #EmptySuit #Unfit4Office	Mike96811494	Sun Dec 06 12:32:43 +0000 2020	['WorstPresidentEver', 'TrumpVirus', 'COVID', 'COVID19', 'COVIDusa', 'TrumpsCATASTROPHE']	0	0	https://twitter.com/Mike96811494/status/1335562816426795008	2
	Fascinating paper. I wonder if the number of ‘digital nomads’ during Covid has decreased during Covid and will they increase post Covid https://t.co/oXriNDOP0w	TroyHayes_	Sun Dec 06 12:30:06 +0000 2020	[]	0	0	https://twitter.com/TroyHayes_/status/1335562157401010177	2
	@MeElPuerto @prolockdown2 @vinod_d007 @piersmorgan The fact that other life-threatening diseases are still a problem is all the more reason why covid safety measures are important. If covid runs rampant then all the hospital beds are occupied by covid patients rather than cancer patients etc.	__ddaniel_	Sun Dec 06 12:25:49 +0000 2020	[]	0	0	https://twitter.com/__ddaniel_/status/1335561078869254145	2
	@Raiklin @KLoeffler @Perduesenate I got covid I got covid I got covid !thats all I heard looking @ that crowd 😂🤪	marie60325311	Sun Dec 06 12:25:18 +0000 2020	[]	0	0	https://twitter.com/marie60325311/status/1335560951324676096	2
	"Bhubaneswar Covid Update: 31 Infected, 40 Cured In Last 24hrs #Covid_19 #COVID19 #Bhubaneswar 
https://t.co/lhl6X38RM6"	Kalingatv	Sun Dec 06 12:20:40 +0000 2020	['Covid_19', 'COVID19', 'Bhubaneswar']	0	0	https://twitter.com/Kalingatv/status/1335559784179724290	2
	"🔴THE MEDIA WILL NEVER TELL YOU THIS STORY, 45,000,000 (Million) HAVE RECOVERED FROM #Covid_19

#Corona #News #BREAKING
#CoronaVirusUpdates #COVID19
#COVID19 #CoronavirusVaccine
#CoronavirusFacts #MAGA #TrumpRally #Trump #Biden 

https://t.co/PxIHsYtVVV"	MRCJUSTRIDEIT	Sun Dec 06 12:16:49 +0000 2020	['Covid_19', 'Corona', 'News']	0	0	https://twitter.com/MRCJUSTRIDEIT/status/1335558815907975170	2
	
holidays with covid
	@TeamTrump @realDonaldTrump COVID-19  COVID-19  COVID-19 COVID-19 Covid-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19	lcb582	Sun Dec 06 12:43:05 +0000 2020	[]	0	0	https://twitter.com/lcb582/status/1335565424377933824	0
	@realDonaldTrump COVID-19  COVID-19  COVID-19 COVID-19 Covid-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19	lcb582	Sun Dec 06 12:41:55 +0000 2020	[]	0	0	https://twitter.com/lcb582/status/1335565129426079744	0
	@realDonaldTrump COVID-19  COVID-19  COVID-19 COVID-19 Covid-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19 COVID-19	lcb582	Sun Dec 06 12:40:29 +0000 2020	[]	0	0	https://twitter.com/lcb582/status/1335564769793888256	0
	"There are 2 types of Covid-

*Covid-D for Democrats and Covid 19 for rest.

Covid D provides immunities from Covid for all Democrat Leaders-
Immune for BLM and Antifa
Immune for Biden's Church
Immune for Dem Ldrs ..Restaurants/Businesses vacations etc.

Covid-19 for rest of pop!"	lawyer4laws	Sun Dec 06 12:32:05 +0000 2020	[]	0	0	https://twitter.com/lawyer4laws/status/1335562656279891969	0
	"covid flop
covid disband
covid basurita
covid asco
covid ugly"	H0BIMIEL	Sun Dec 06 12:03:15 +0000 2020	[]	0	0	https://twitter.com/H0BIMIEL/status/1335555399785836545	2
	"You have a cold? Oh.  It’s covid. 

Allergies? Yep. it’s covid. 

Flu? Oh. Definitely covid. 

Stomach virus? Oh yo. You got covid."	likeitor_lumpit	Sun Dec 06 12:59:27 +0000 2020	[]	0	0	https://twitter.com/likeitor_lumpit/status/1335569543725518849	2
	"Nagaland currently has 544 active Covid19 cases
@pangnyu @WeTheNagas @MyGovNagaland #COVID19India #COVID #Covid_19 
https://t.co/thGtJqc8bA"	NENowNews	Sun Dec 06 12:39:51 +0000 2020	['COVID19India', 'COVID', 'Covid_19']	0	0	https://twitter.com/NENowNews/status/1335564608908763138	2
	Covid Covid Covid- flu	louiesleepdog	Sun Dec 06 12:54:38 +0000 2020	[]	0	0	https://twitter.com/louiesleepdog/status/1335568331366129664	0
	"GOD'S WORD WILL NEVER FAIL!

Matthew 24:35 (#KJV) Heaven and earth shall pass away, but my words shall not pass away.

https://t.co/ZmFb8bcG2Z
#Jesus #God #Truth #SundayVibes #covid_19 #covid19 #covid #Faith #Hope #Peace #Joy #USA #Australia #France #Germany #Russia #NYC #Mexico"	Rejoicing_Heart	Sun Dec 06 12:26:24 +0000 2020	['KJV']	0	0	https://twitter.com/Rejoicing_Heart/status/1335561225728569352	0
	"✳️ #DNH press release 06/12/2020 | Dadra and Nagar Haveli #COVID19 update:

➡️01 new COVID-19 positive cases found today.

➡️0 patient recovered and discharged today

➡️06 active cases

➡️1,617 cases recovered
JOIN➡https://t.co/vUGjjkp3rd
#COVID19India #CoronaUpdatesInIndia https://t.co/Evj22fAN64"	Theupdater_	Sun Dec 06 12:25:17 +0000 2020	['DNH', 'COVID19']	0	0	https://twitter.com/Theupdater_/status/1335560946735988736	0
	"And the reality tv star is AWOL. @realDonaldTrump 

#gonegolfing #egregious 4️⃣5️⃣ #orangestain #COVID19 #COVID #Covid_19 @nytimes #NYTimes  📰 https://t.co/ZOXTzmPqYs"	annarchynyc	Sun Dec 06 12:23:29 +0000 2020	['gonegolfing', 'egregious', 'orangestain', 'COVID19', 'COVID']	0	0	https://twitter.com/annarchynyc/status/1335560490664259587	0
	"Hispanic unemployment from Covid-19 cut in half, but can it last? #economy #austin #businessnews #careerchange #careers #covid-19 #covid19 #cut #hispanic #hispanics #houston...
https://t.co/kCyXwpUAri"	BTCETHNews	Sun Dec 06 12:52:39 +0000 2020	['economy', 'austin', 'businessnews', 'careerchange']	0	0	https://twitter.com/BTCETHNews/status/1335567833753743367	2
	@ekbthered Nothing to do with the north, south divide your covid idiots up there with your constantly high case counts, and we’re covid idiots down here, a country full of covid spreaders and death	terrieshorter	Sun Dec 06 12:46:55 +0000 2020	[]	0	0	https://twitter.com/terrieshorter/status/1335566389009068032	2
	@mikehahn_ @realDonaldTrump Yeah it is.  Its moving to the covid ward at your local hospital.  Please tell all of the medical professionals trying to save your infected covid asses that you just don't care about anyone else but yourselves.  Use you last breath to say covid is fake.	SparkytoCband	Sun Dec 06 12:42:39 +0000 2020	[]	0	0	https://twitter.com/SparkytoCband/status/1335565316018073600	2
	👎1,000,000 NEW COVID CASES Dec 1-5 #WorstPresidentEver #TrumpVirus #COVID #COVID19 #COVIDusa #TrumpsCATASTROPHE #TrumpGolfsAmericansDie #TrumpMeltdown #TrumpCrimeFamily #TrumpIsANationalDisgrace #WACKO #LOSER #CHEAT #MORON #DonTheCon #DraftDodger #EmptySuit #Unfit4Office	Mike96811494	Sun Dec 06 12:32:43 +0000 2020	['WorstPresidentEver', 'TrumpVirus', 'COVID', 'COVID19', 'COVIDusa', 'TrumpsCATASTROPHE']	0	0	https://twitter.com/Mike96811494/status/1335562816426795008	2
	Fascinating paper. I wonder if the number of ‘digital nomads’ during Covid has decreased during Covid and will they increase post Covid https://t.co/oXriNDOP0w	TroyHayes_	Sun Dec 06 12:30:06 +0000 2020	[]	0	0	https://twitter.com/TroyHayes_/status/1335562157401010177	2
	@MeElPuerto @prolockdown2 @vinod_d007 @piersmorgan The fact that other life-threatening diseases are still a problem is all the more reason why covid safety measures are important. If covid runs rampant then all the hospital beds are occupied by covid patients rather than cancer patients etc.	__ddaniel_	Sun Dec 06 12:25:49 +0000 2020	[]	0	0	https://twitter.com/__ddaniel_/status/1335561078869254145	2
	@Raiklin @KLoeffler @Perduesenate I got covid I got covid I got covid !thats all I heard looking @ that crowd 😂🤪	marie60325311	Sun Dec 06 12:25:18 +0000 2020	[]	0	0	https://twitter.com/marie60325311/status/1335560951324676096	2
	"Bhubaneswar Covid Update: 31 Infected, 40 Cured In Last 24hrs #Covid_19 #COVID19 #Bhubaneswar 
https://t.co/lhl6X38RM6"	Kalingatv	Sun Dec 06 12:20:40 +0000 2020	['Covid_19', 'COVID19', 'Bhubaneswar']	0	0	https://twitter.com/Kalingatv/status/1335559784179724290	2
	"🔴THE MEDIA WILL NEVER TELL YOU THIS STORY, 45,000,000 (Million) HAVE RECOVERED FROM #Covid_19

#Corona #News #BREAKING
#CoronaVirusUpdates #COVID19
#COVID19 #CoronavirusVaccine
#CoronavirusFacts #MAGA #TrumpRally #Trump #Biden 

https://t.co/PxIHsYtVVV"	MRCJUSTRIDEIT	Sun Dec 06 12:16:49 +0000 2020	['Covid_19', 'Corona', 'News']	0	0	https://twitter.com/MRCJUSTRIDEIT/status/1335558815907975170	2
	
the pandemic in us
	"Predicting growth and #trend of #COVID-19 #pandemic using #MachineLearning &amp; #cloudcomputing  

#COVID19 #Covid_19 #AI #COVID19 #Covid_19 #COVIDー19 #Vaccin #UK #sundayvibes #ArtificialIntelligence #ML #India #research #Science #cloud #IoT #YouTube #QMUL

https://t.co/PBOWV7xcwr"	iamssgill	Sun Dec 06 12:56:57 +0000 2020	['trend', 'COVID', 'pandemic', 'MachineLearning', 'cloudcomputing', 'COVID19', 'Covid_19']	0	0	https://twitter.com/iamssgill/status/1335568916031090689	2
	"Learn about the impact of post-Covid-syndrome (long-Covid) and changing technology on primary care.

The evening will include a showcase of a current research project on this topic. Plus, you can quiz the speakers on their experience of working during the Covid-19 pandemic."	GPSocCambridge	Sun Dec 06 12:52:14 +0000 2020	[]	0	0	https://twitter.com/GPSocCambridge/status/1335567725524119552	0
	"@HappyTRUMPer @TeaBoots EVERYTHING IS COVID FOR 💰💰💰💰💰
#COVIDー19? Is Pandemic Death Count Skewed by Medicare Reimbursement... https://t.co/kJD14X6pRN via 
@YouTube
COVID-19 Bounty? https://t.co/kJD14X6pRN via @YouTube"	Incorrigible2	Sun Dec 06 12:20:19 +0000 2020	['COVIDー19']	0	0	https://twitter.com/Incorrigible2/status/1335559694753001473	2
	"Intercare Health Center offers Home Visit COVID-19 Screening (PCR Swab Test) at very competitive prices! 

To book your appointment, call us on 02 639 0080 and 050 626 184.

#COVID19Screening #COVID19ScreeninginAbuDhabi #PCRTest #PCRTestHomeVisit #AbuDhabi #UAE https://t.co/npElQe3xtQ"	IHCUAE	Sun Dec 06 12:00:15 +0000 2020	[]	0	0	https://twitter.com/IHCUAE/status/1335554645234683905	0
	"@Justinianuscode @paulsperry_ 1. US has 287M more population than S.K.
2. S.K. is not treating an ailment with a 99.87% survival rate as the end of the world.
3. Was early proven CDC counts death with Covid involved as Covid attributed n/m comorbidity, marks it as attributed and lists the cause COVID."	Solidus316YT	Sun Dec 06 12:53:48 +0000 2020	[]	0	0	https://twitter.com/Solidus316YT/status/1335568120296087555	2
	@CaptianZhukov @JoAnnDwyer5 @debow19 @ChampChong @TheRealRVonYork There’s a large difference between “less covid” and “no covid”. In the US, that “dip” you reference still meant we had community spread of covid. In Australia, it has meant 0 community cases.	ThisIs_Sophie	Sun Dec 06 12:34:40 +0000 2020	[]	0	0	https://twitter.com/ThisIs_Sophie/status/1335563307118436358	2
	"Intercare Health Center offers Home Visit COVID-19 Screening (PCR Swab Test) at very competitive prices! 

To book your appointment, call us on 02 639 0080 and 050 626 184.

#COVID19Screening #COVID19ScreeninginAbuDhabi #PCRTest #PCRTestHomeVisit #AbuDhabi #UAE https://t.co/K1EpFs7xCT"	IHCUAE	Sun Dec 06 12:00:29 +0000 2020	[]	0	0	https://twitter.com/IHCUAE/status/1335554705783738369	2
	"""WE are the 99%!!"" Most of us have a more than 99% chance of surviving covid-19. And that is according to the CDC. A vax for all to protect less than one percent of the population? Insanity! #CovidVaccine #COVID19 #Covid_19 #COVID"	MamaLori1968	Sun Dec 06 12:31:24 +0000 2020	[]	0	0	https://twitter.com/MamaLori1968/status/1335562482413350912	0
	"Here is an update for this morning on how humanity is dealing with the COVID-19 Pandemic that is caused by SARS CoV-2. 

• Local Numbers, Including Charts and Graphs

#WNCnews #COVID19 

https://t.co/vWzapxh3VP"	MaconMedia	Sun Dec 06 13:00:00 +0000 2020	[]	0	0	https://twitter.com/MaconMedia/status/1335569682926022656	0
	"Hold a public inquiry into the Government's handling of the Covid-19 pandemic 
#Covid19 https://t.co/fi9IuPvP6U via @UKChange"	toothisoutthere	Sun Dec 06 12:50:48 +0000 2020	['Covid19']	0	0	https://twitter.com/toothisoutthere/status/1335567367594782723	0
	"@StashkaLee @Jaxm53 @Jon30224089 @SommerSet75 @GovRonDeSantis @FHSAA Most closed to anything not COVID that’s their problem 

12 hospitals have closed during the COVID-19 pandemic https://t.co/51YJliFgYf"	nan4tjn	Sun Dec 06 12:32:36 +0000 2020	[]	0	0	https://twitter.com/nan4tjn/status/1335562784592031746	0
	"Effective 📅January 1, 2021, the packages are aimed at ☝️helping SMEs stay competitive and sustainable amidst challenges posed by the 🦠Covid-19 pandemic. 

#Covid_19 #SmallBusinessSaturday"	DhlExpressMY	Sun Dec 06 12:28:08 +0000 2020	[]	0	0	https://twitter.com/DhlExpressMY/status/1335561662980612099	0
	"After holding steady in 2019, the world’s level of global connectedness is set to decline in 2020 due to the 🦠Covid-19 pandemic. However, it is unlikely to fall below levels seen during the 2008-09 global financial crisis. 

#COVID #dhlexpress https://t.co/ibXyEjUc3V"	DhlExpressMY	Sun Dec 06 12:04:08 +0000 2020	[]	0	0	https://twitter.com/DhlExpressMY/status/1335555621672767490	0
	What is Your COVID-19 Pandemic Marketing Plan?  #marketing #covid19 #engagement #strategy #newnormal #transformation #vendors #prospects https://t.co/f3LedOhj1V	mkrivich	Sun Dec 06 12:50:59 +0000 2020	['marketing', 'covid19', 'engagement', 'strategy', 'newnormal']	0	0	https://twitter.com/mkrivich/status/1335567414734561280	2
	"""How will America counter Covid under Biden?"" That is the question.

1. Taiwan has already countered Covid.

2. Does "" cultural collectivism"" help control pandemics? Example of Vietnam instructive.

1/"	2authors2books	Sun Dec 06 12:38:40 +0000 2020	[]	0	0	https://twitter.com/2authors2books/status/1335564311779966976	2
	"""Karl-Anthony Towns opens up about losing his mother and six others to COVID-19""  https://t.co/mBLynD1yIE #SundayMorning #NBA @TwitterMoments @NBATV #COVID19Pandemic #NBATwitter @espn"	Detcookieman74	Sun Dec 06 12:14:40 +0000 2020	[]	0	0	https://twitter.com/Detcookieman74/status/1335558274712670209	2
	LIST: Uganda named among 10 fastest growing economies in 2020 despite Covid19 pandemic - https://t.co/XEayP15YuW  #COVID-19 #economy #uganda #Business #Finance https://t.co/OKeoMFm8sb	watchdogug	Sun Dec 06 12:10:03 +0000 2020	[]	0	0	https://twitter.com/watchdogug/status/1335557110155923458	2
	@aspenpharma why did you stop to produce Vit D3 in the midst of the COVID-19 pandemic? You are failing South Africa. It is effective in preventing serious effects of COVID-19. @DrZweliMkhize please call them to account.	StefanusSnyman	Sun Dec 06 12:09:32 +0000 2020	[]	0	0	https://twitter.com/StefanusSnyman/status/1335556980585492480	2
	"We had two pandemic 
Trump 
Covid 19 
Covid is almost as districting as trump 
Trump killed and is killing more americans"	MasterPinpoint	Sun Dec 06 12:01:42 +0000 2020	[]	0	0	https://twitter.com/MasterPinpoint/status/1335555010353049605	2
	"Just got a text from my wife...she’s an RN in a COVID unit. 

We live right behind Magic Kingdom. 

My wife will likely be holding someone’s hand while they pass today. 

Melissa will be holding Mickey shaped food at a fucking theme park during a pandemic. 

#COVID19 #COVID https://t.co/0ApZyqyqZd"	ParksBuilder	Sun Dec 06 12:49:36 +0000 2020	[]	0	0	https://twitter.com/ParksBuilder/status/1335567065340661761	2
	
