Query	Tweet	Username	Date	Hashtags	Likes	Retweets	Url
	Lockdown?? Dat na if mi lees eng😌	Tedkaczynski180	Sun Dec 06 14:17:23 +0000 2020	[]	0	0	https://twitter.com/Tedkaczynski180/status/1335589158010675200
	Can't wait for this quarantine to end. Badly want to hug my anak na!!! 🥺🥺	bluestraubrey	Sun Dec 06 13:15:13 +0000 2020	[]	0	0	https://twitter.com/bluestraubrey/status/1335573511880941569
	gago miss ko na dream im glad i got to see them before nag-lockdown :(((	justdancedino	Sun Dec 06 13:52:52 +0000 2020	[]	0	0	https://twitter.com/justdancedino/status/1335582985479852034
	– Things that got me through lockdown 2.0 – https://t.co/swwnsmCGLB	JimJ2510	Sun Dec 06 13:03:56 +0000 2020	[]	0	0	https://twitter.com/JimJ2510/status/1335570670437142528
	DNI GOT7 LOCKDOWN	ninipjmss	Sun Dec 06 12:28:08 +0000 2020	[]	0	0	https://twitter.com/ninipjmss/status/1335561661512499200
	"@adzmufc I’ve got the 19/20 one as well
Lockdown got to me 😭😂"	CFC_Gilly	Sun Dec 06 12:57:59 +0000 2020	[]	0	0	https://twitter.com/CFC_Gilly/status/1335569174819725313
	@jeseeker1 Me that I’ve been hyping and waiting for video during lockdown na my team you omitt abi 😭😭💔💔💔	Mea_Khensy	Sun Dec 06 12:08:42 +0000 2020	[]	0	0	https://twitter.com/Mea_Khensy/status/1335556773164572678
	Cudi's new album gon' put an end to the pandemic	crapuscul	Sun Dec 06 14:44:08 +0000 2020	[]	0	0	https://twitter.com/crapuscul/status/1335595887444299779
	LETS GO GOT7 LOCKDOWN	heonjoker	Sun Dec 06 12:28:14 +0000 2020	[]	0	0	https://twitter.com/heonjoker/status/1335561686275637248
	when i thought na i'd be progressing sa course sang quarantine, ending nag regress gali :D fml	paaaulmartin	Sun Dec 06 13:43:09 +0000 2020	[]	0	0	https://twitter.com/paaaulmartin/status/1335580542666899457
	@mmmm37997290 @na_man20 @sfchronicle When the lockdown doesn't work, like it didnt work last time, what will your story be?	Andy62872494	Sun Dec 06 15:02:04 +0000 2020	[]	0	0	https://twitter.com/Andy62872494/status/1335600402952114178
	In dire need of a full body massage 🥵 ganto pala feeling mag-mall after 9 months na lockdown hahahah	saiblln	Sun Dec 06 12:41:39 +0000 2020	[]	0	0	https://twitter.com/saiblln/status/1335565062321315840
	@ProudyMan1 @LabworksVapes I adore him. He has got me through lockdown.	drruthmitchell	Sun Dec 06 12:44:34 +0000 2020	[]	0	0	https://twitter.com/drruthmitchell/status/1335565796303458305
	"@kirstiealley It's official,  you've got the ""Lockdown"" fever."	James69766310	Sun Dec 06 13:31:55 +0000 2020	[]	0	0	https://twitter.com/James69766310/status/1335577712438677504
	SOTY GOT ME THROUGH LOCKDOWN HELL YEAH	smolljiminee	Sun Dec 06 15:04:33 +0000 2020	[]	0	0	https://twitter.com/smolljiminee/status/1335601025269587968
	Probably about how grey my hair has got during lockdown	timglisterbooks	Sun Dec 06 13:17:54 +0000 2020	[]	0	0	https://twitter.com/timglisterbooks/status/1335574187646345218
	@tonyparker32 Lockdown got lifted yesterday	ShadeofScarlett	Sun Dec 06 13:31:50 +0000 2020	[]	0	0	https://twitter.com/ShadeofScarlett/status/1335577693065195523
	Pfizer got you covered on both ends...ahem.	martyheavey	Sun Dec 06 13:44:36 +0000 2020	[]	0	0	https://twitter.com/martyheavey/status/1335580905197473792
	we’re so proud of you @gulfkanawut you did a great great great job today. see u when this pandemic end. don’t forget to take a rest na~ #BeGULFWonderfulEmojis #GulfKanawut	itsmeclei_	Sun Dec 06 15:27:24 +0000 2020	[]	0	0	https://twitter.com/itsmeclei_/status/1335606777719574534
	"GOT A LITTLE POST-LOCKDOWN HANGOVER THERE MATE? We've got just the thing 🐔  Link below 🚨 

https://t.co/kTnWIiu7l5

#Coqfighter #FriedChickenForGrownUps https://t.co/qOYI9vUopZ"	CoqfighterUK	Sun Dec 06 12:53:02 +0000 2020	[]	0	0	https://twitter.com/CoqfighterUK/status/1335567928897527813
	
Trump has covid
	@buuuslon Covid na	bedriane	Sun Dec 06 14:14:49 +0000 2020	[]	0	0	https://twitter.com/bedriane/status/1335588509013299200
	@babiesani Covid nas	Airinsrgi	Sun Dec 06 12:56:11 +0000 2020	[]	0	0	https://twitter.com/Airinsrgi/status/1335568719787913218
	I ain’t got no COVID! :)	Gardeningisfun7	Sun Dec 06 15:26:53 +0000 2020	[]	0	0	https://twitter.com/Gardeningisfun7/status/1335606648094797825
	i got covid	youngjaeppl	Sun Dec 06 12:08:07 +0000 2020	[]	0	0	https://twitter.com/youngjaeppl/status/1335556623289511938
	Covid Ain't Gon Go Anywhere 😣	lexthagr8_	Sun Dec 06 15:04:00 +0000 2020	[]	0	0	https://twitter.com/lexthagr8_/status/1335600886639456256
	alis ka na, covid, please.	caliniazi	Sun Dec 06 15:10:44 +0000 2020	[]	0	0	https://twitter.com/caliniazi/status/1335602582589304832
	@MarhHee @_maymunatou COVID-19 na cause am	PikinBuhari	Sun Dec 06 14:43:43 +0000 2020	[]	0	0	https://twitter.com/PikinBuhari/status/1335595781793992706
	"Can be only if covid didn't exist. 😭

GOT7 ON FIRE 
#GOT7_at_MAMA2020
#GOT7 #갓세븐 @GOT7Official"	_vanillaura	Sun Dec 06 15:08:48 +0000 2020	['GOT7_at_MAMA2020', 'GOT7', '갓세븐']	0	0	https://twitter.com/_vanillaura/status/1335602094527500289
	Na Covid make me sell Zaha. 😭😭	ManLikeKenny_	Sun Dec 06 13:30:58 +0000 2020	[]	0	0	https://twitter.com/ManLikeKenny_/status/1335577474558791687
	@Sir_Fin COVID na bastard. https://t.co/8ecGibgUgl	esnesy	Sun Dec 06 13:00:37 +0000 2020	[]	0	0	https://twitter.com/esnesy/status/1335569837247127556
	y’all really gon get a covid vaccine 🥴	channnnyyyyyy	Sun Dec 06 14:36:08 +0000 2020	[]	0	0	https://twitter.com/channnnyyyyyy/status/1335593873679282179
	Dami na may covid holy shit	SinigangGian	Sun Dec 06 15:08:58 +0000 2020	[]	0	0	https://twitter.com/SinigangGian/status/1335602135489159170
	Please Covid be gone na. I'm so excited na to attend 2021 weddings. 💛💛 So happy for my friends getting married on 2021.	beverlieecrwn	Sun Dec 06 13:02:04 +0000 2020	[]	0	0	https://twitter.com/beverlieecrwn/status/1335570201438429184
	Oh damn pacheck up ka na may Covid ka na bro. You seem to be tasteless☺️	imalilteacup_	Sun Dec 06 12:07:03 +0000 2020	[]	0	0	https://twitter.com/imalilteacup_/status/1335556354807746566
	"@ch1218114 Na covid special
AC coach"	Abhishek960215	Sun Dec 06 13:46:22 +0000 2020	[]	0	0	https://twitter.com/Abhishek960215/status/1335581351907446784
	man got covid 😔 https://t.co/171cjKYhFj	Mr1nc3p10n	Sun Dec 06 15:20:16 +0000 2020	[]	0	0	https://twitter.com/Mr1nc3p10n/status/1335604980615680002
	Covid got me like	SinInChaos_7	Sun Dec 06 12:10:08 +0000 2020	[]	0	0	https://twitter.com/SinInChaos_7/status/1335557132058587136
	@athegreat_8 you got Covid again???	Z1GALA	Sun Dec 06 13:13:10 +0000 2020	[]	0	0	https://twitter.com/Z1GALA/status/1335572994937110528
	Got the cure for COVID	MercurialMiss	Sun Dec 06 14:05:19 +0000 2020	[]	0	0	https://twitter.com/MercurialMiss/status/1335586118717345794
	oomf got covid 😕	Kikinnamon	Sun Dec 06 14:07:14 +0000 2020	[]	0	0	https://twitter.com/Kikinnamon/status/1335586602614079488
	
Covid is infectious
	@buuuslon Covid na	bedriane	Sun Dec 06 14:14:49 +0000 2020	[]	0	0	https://twitter.com/bedriane/status/1335588509013299200
	@babiesani Covid nas	Airinsrgi	Sun Dec 06 12:56:11 +0000 2020	[]	0	0	https://twitter.com/Airinsrgi/status/1335568719787913218
	Covid Ain't Gon Go Anywhere 😣	lexthagr8_	Sun Dec 06 15:04:00 +0000 2020	[]	0	0	https://twitter.com/lexthagr8_/status/1335600886639456256
	y’all really gon get a covid vaccine 🥴	channnnyyyyyy	Sun Dec 06 14:36:08 +0000 2020	[]	0	0	https://twitter.com/channnnyyyyyy/status/1335593873679282179
	I ain’t got no COVID! :)	Gardeningisfun7	Sun Dec 06 15:26:53 +0000 2020	[]	0	0	https://twitter.com/Gardeningisfun7/status/1335606648094797825
	i got covid	youngjaeppl	Sun Dec 06 12:08:07 +0000 2020	[]	0	0	https://twitter.com/youngjaeppl/status/1335556623289511938
	alis ka na, covid, please.	caliniazi	Sun Dec 06 15:10:44 +0000 2020	[]	0	0	https://twitter.com/caliniazi/status/1335602582589304832
	@Sir_Fin COVID na bastard. https://t.co/8ecGibgUgl	esnesy	Sun Dec 06 13:00:37 +0000 2020	[]	0	0	https://twitter.com/esnesy/status/1335569837247127556
	Na Covid make me sell Zaha. 😭😭	ManLikeKenny_	Sun Dec 06 13:30:58 +0000 2020	[]	0	0	https://twitter.com/ManLikeKenny_/status/1335577474558791687
	@MarhHee @_maymunatou COVID-19 na cause am	PikinBuhari	Sun Dec 06 14:43:43 +0000 2020	[]	0	0	https://twitter.com/PikinBuhari/status/1335595781793992706
	"Can be only if covid didn't exist. 😭

GOT7 ON FIRE 
#GOT7_at_MAMA2020
#GOT7 #갓세븐 @GOT7Official"	_vanillaura	Sun Dec 06 15:08:48 +0000 2020	['GOT7_at_MAMA2020', 'GOT7', '갓세븐']	0	0	https://twitter.com/_vanillaura/status/1335602094527500289
	Dami na may covid holy shit	SinigangGian	Sun Dec 06 15:08:58 +0000 2020	[]	0	0	https://twitter.com/SinigangGian/status/1335602135489159170
	Please Covid be gone na. I'm so excited na to attend 2021 weddings. 💛💛 So happy for my friends getting married on 2021.	beverlieecrwn	Sun Dec 06 13:02:04 +0000 2020	[]	0	0	https://twitter.com/beverlieecrwn/status/1335570201438429184
	Oh damn pacheck up ka na may Covid ka na bro. You seem to be tasteless☺️	imalilteacup_	Sun Dec 06 12:07:03 +0000 2020	[]	0	0	https://twitter.com/imalilteacup_/status/1335556354807746566
	"@ch1218114 Na covid special
AC coach"	Abhishek960215	Sun Dec 06 13:46:22 +0000 2020	[]	0	0	https://twitter.com/Abhishek960215/status/1335581351907446784
	Ka Mme I think Ke na le COVID 😭	reba_chucker	Sun Dec 06 13:09:24 +0000 2020	[]	0	0	https://twitter.com/reba_chucker/status/1335572045661343744
	man got covid 😔 https://t.co/171cjKYhFj	Mr1nc3p10n	Sun Dec 06 15:20:16 +0000 2020	[]	0	0	https://twitter.com/Mr1nc3p10n/status/1335604980615680002
	I’ve got covid baybeeeeee	ZoonPolitikon15	Sun Dec 06 13:25:27 +0000 2020	[]	0	0	https://twitter.com/ZoonPolitikon15/status/1335576085707313154
	Got the cure for COVID	MercurialMiss	Sun Dec 06 14:05:19 +0000 2020	[]	0	0	https://twitter.com/MercurialMiss/status/1335586118717345794
	update: she got covid	angybirdstan	Sun Dec 06 14:46:16 +0000 2020	[]	0	0	https://twitter.com/angybirdstan/status/1335596426315829254
	
People get infected daily
	i don't get it	taecvree	Sun Dec 06 15:12:14 +0000 2020	[]	0	0	https://twitter.com/taecvree/status/1335602958306848771
	Get them out	jhflk44	Sun Dec 06 15:03:30 +0000 2020	[]	0	0	https://twitter.com/jhflk44/status/1335600761460428802
	after getting a what?	simplyymikaylaa	Sun Dec 06 14:33:35 +0000 2020	[]	0	0	https://twitter.com/simplyymikaylaa/status/1335593231359352833
	I don’t get it	thedollgrace	Sun Dec 06 14:23:21 +0000 2020	[]	0	0	https://twitter.com/thedollgrace/status/1335590657394683905
	Get on it	Bludnutz1	Sun Dec 06 14:04:02 +0000 2020	[]	0	0	https://twitter.com/Bludnutz1/status/1335585796133449733
	She gets it.	EnochPo10701780	Sun Dec 06 13:06:25 +0000 2020	[]	0	0	https://twitter.com/EnochPo10701780/status/1335571295006826496
	We will get there in 2022	Jayin1988	Sun Dec 06 12:42:02 +0000 2020	[]	0	0	https://twitter.com/Jayin1988/status/1335565161910972417
	Daily	MR_STiXX	Sun Dec 06 15:09:52 +0000 2020	[]	0	0	https://twitter.com/MR_STiXX/status/1335602363558752256
	Get well	USDACERTIFIED17	Sun Dec 06 14:59:40 +0000 2020	[]	0	0	https://twitter.com/USDACERTIFIED17/status/1335599796082585601
	This is why my kids won’t get it.	stanza12000	Sun Dec 06 12:48:47 +0000 2020	[]	0	0	https://twitter.com/stanza12000/status/1335566860738289664
	@JoeBiden get them all out	knudsen_norma	Sun Dec 06 14:26:54 +0000 2020	[]	0	0	https://twitter.com/knudsen_norma/status/1335591549586038784
	People over 80 getting jabbed https://t.co/Lus4Rj0LKn	NiceLovingFrend	Sun Dec 06 15:30:55 +0000 2020	[]	0	0	https://twitter.com/NiceLovingFrend/status/1335607659878354945
	Get a life people	abduljiva	Sun Dec 06 14:33:38 +0000 2020	[]	0	0	https://twitter.com/abduljiva/status/1335593246404317185
	NCTZENS GET HER	oppaluvzmee	Sun Dec 06 12:00:21 +0000 2020	[]	0	0	https://twitter.com/oppaluvzmee/status/1335554672384331776
	Getting ready..	QueenofCr8tvty	Sun Dec 06 12:11:36 +0000 2020	[]	0	0	https://twitter.com/QueenofCr8tvty/status/1335557501899706369
	I’ll get right on that	prophecymouse	Sun Dec 06 14:24:52 +0000 2020	[]	0	0	https://twitter.com/prophecymouse/status/1335591038182977537
	@gvnarsyd Do you want to get to get covid. Because that's how you get covid. 😂😂	gamerpemalas	Sun Dec 06 13:35:55 +0000 2020	[]	0	0	https://twitter.com/gamerpemalas/status/1335578719805534208
	We’ll never get here	_SPRVINGXBUMS	Sun Dec 06 13:15:07 +0000 2020	[]	0	0	https://twitter.com/_SPRVINGXBUMS/status/1335573485574381568
	GET OUT DOGS .	JAdhiesan	Sun Dec 06 14:55:35 +0000 2020	[]	0	0	https://twitter.com/JAdhiesan/status/1335598770180878337
	No pb at all get well!	tailoe_anna	Sun Dec 06 12:30:28 +0000 2020	[]	0	0	https://twitter.com/tailoe_anna/status/1335562248379650050
	
When will the vaccine be ready
	@jjelleazarr may vaccine na	tedszue	Sun Dec 06 13:09:29 +0000 2020	[]	0	0	https://twitter.com/tedszue/status/1335572069661077506
	@gmanews Sana all this week na ang vaccine	z0e028	Sun Dec 06 13:18:47 +0000 2020	[]	0	0	https://twitter.com/z0e028/status/1335574409675829249
	If you use canned tomatoes to cook do not worry about the vaccine	SureAnniee	Sun Dec 06 13:19:27 +0000 2020	[]	0	0	https://twitter.com/SureAnniee/status/1335574578324774912
	FEELS KO KAHIT MAY VACCINE NA, THE WORLD WILL NEVER BE THE SAME AS IT WAS 😭😭😭	_bangtaniiiee	Sun Dec 06 15:01:04 +0000 2020	[]	0	0	https://twitter.com/_bangtaniiiee/status/1335600149251252227
	yes ready na ba ko mapagalitan for beinb unproductive.... again.... in a pandemic.... living in this household	xiulongbao_	Sun Dec 06 14:32:36 +0000 2020	[]	0	0	https://twitter.com/xiulongbao_/status/1335592987112267782
	so my sister kept on thinking abt the prediction she watched that on 2021 there will be a zombie apocalypse outbreak,, and i can't help not to freak out of the idea bcs why not???? thinking na may vaccine na for corona but what if the virus started to mutate itself on the--	xsrhmy	Sun Dec 06 13:12:06 +0000 2020	[]	0	0	https://twitter.com/xsrhmy/status/1335572725931278336
	She got the vaccine? Already ??	RealMarlinsFan	Sun Dec 06 13:59:34 +0000 2020	[]	0	0	https://twitter.com/RealMarlinsFan/status/1335584671728603137
	Wow! And they’ve reportedly got a vaccine 💉	AndyFiore4	Sun Dec 06 13:56:00 +0000 2020	[]	0	0	https://twitter.com/AndyFiore4/status/1335583772708921345
	@BBCNews GOT his vaccine before exit🤪🤪🤪	GarryBrittonJr1	Sun Dec 06 13:44:48 +0000 2020	[]	0	0	https://twitter.com/GarryBrittonJr1/status/1335580955029823488
	y’all really gon get a covid vaccine 🥴	channnnyyyyyy	Sun Dec 06 14:36:08 +0000 2020	[]	0	0	https://twitter.com/channnnyyyyyy/status/1335593873679282179
	We gon die any just take the damn vaccine	notkomaI	Sun Dec 06 12:55:50 +0000 2020	[]	0	0	https://twitter.com/notkomaI/status/1335568631875383301
	@BBCNews What’s that got to do with a safe vaccine	joeblack123412	Sun Dec 06 13:03:41 +0000 2020	[]	0	0	https://twitter.com/joeblack123412/status/1335570607665270791
	Sobrang nakaka-enlighten yung sermon ni Father. Are we really ready for the vaccine? Did we learn our lesson na? Have we genuinely changed our ways?	mriajesusapdrna	Sun Dec 06 12:47:27 +0000 2020	[]	0	0	https://twitter.com/mriajesusapdrna/status/1335566521544790017
	@IAMDJLIVE You got the vaccine didn’t you ? Now it’s giving you powers	mandyrene2	Sun Dec 06 15:15:57 +0000 2020	[]	0	0	https://twitter.com/mandyrene2/status/1335603893418516482
	@mercnews Jesus got the covid vaccine?	FES700	Sun Dec 06 14:36:47 +0000 2020	[]	0	0	https://twitter.com/FES700/status/1335594037575749633
	😀 if you have not got it still, then get it from the vaccine. #covid	ajithpanakal	Sun Dec 06 14:20:58 +0000 2020	['covid']	0	0	https://twitter.com/ajithpanakal/status/1335590057395191809
	@leiihyunjinjin TOTOOOO naginvite sila artists they shouldve been ready man lang?!?!?!????? The weather plus pandemic tas nasa parking lot??? idek why artists are wastinf time sa award show na to	DEFiniteARS	Sun Dec 06 13:26:21 +0000 2020	[]	0	0	https://twitter.com/DEFiniteARS/status/1335576313034231810
	So ATL don’t have Corona or they got the vaccine already?	TheDAnderson_	Sun Dec 06 14:41:33 +0000 2020	[]	0	0	https://twitter.com/TheDAnderson_/status/1335595239776595971
	Got my flu shot. Very ready for the vaccine. Juice me up! 🧪💉🔬	jcmovieman	Sun Dec 06 15:19:31 +0000 2020	[]	0	0	https://twitter.com/jcmovieman/status/1335604792182386690
	Gimme the vaccine, I ain’t got anything to lose.	ionevencaretbh	Sun Dec 06 14:45:34 +0000 2020	[]	0	0	https://twitter.com/ionevencaretbh/status/1335596249324535810
	
Covid19 isn’t bad
	Covid Ain't Gon Go Anywhere 😣	lexthagr8_	Sun Dec 06 15:04:00 +0000 2020	[]	0	0	https://twitter.com/lexthagr8_/status/1335600886639456256
	I ain’t got no COVID! :)	Gardeningisfun7	Sun Dec 06 15:26:53 +0000 2020	[]	0	0	https://twitter.com/Gardeningisfun7/status/1335606648094797825
	i got covid	youngjaeppl	Sun Dec 06 12:08:07 +0000 2020	[]	0	0	https://twitter.com/youngjaeppl/status/1335556623289511938
	y’all really gon get a covid vaccine 🥴	channnnyyyyyy	Sun Dec 06 14:36:08 +0000 2020	[]	0	0	https://twitter.com/channnnyyyyyy/status/1335593873679282179
	"Can be only if covid didn't exist. 😭

GOT7 ON FIRE 
#GOT7_at_MAMA2020
#GOT7 #갓세븐 @GOT7Official"	_vanillaura	Sun Dec 06 15:08:48 +0000 2020	['GOT7_at_MAMA2020', 'GOT7', '갓세븐']	0	0	https://twitter.com/_vanillaura/status/1335602094527500289
	@buuuslon Covid na	bedriane	Sun Dec 06 14:14:49 +0000 2020	[]	0	0	https://twitter.com/bedriane/status/1335588509013299200
	@babiesani Covid nas	Airinsrgi	Sun Dec 06 12:56:11 +0000 2020	[]	0	0	https://twitter.com/Airinsrgi/status/1335568719787913218
	@athegreat_8 you got Covid again???	Z1GALA	Sun Dec 06 13:13:10 +0000 2020	[]	0	0	https://twitter.com/Z1GALA/status/1335572994937110528
	man got covid 😔 https://t.co/171cjKYhFj	Mr1nc3p10n	Sun Dec 06 15:20:16 +0000 2020	[]	0	0	https://twitter.com/Mr1nc3p10n/status/1335604980615680002
	Got the cure for COVID	MercurialMiss	Sun Dec 06 14:05:19 +0000 2020	[]	0	0	https://twitter.com/MercurialMiss/status/1335586118717345794
	I’ve got covid baybeeeeee	ZoonPolitikon15	Sun Dec 06 13:25:27 +0000 2020	[]	0	0	https://twitter.com/ZoonPolitikon15/status/1335576085707313154
	Covid got me like	SinInChaos_7	Sun Dec 06 12:10:08 +0000 2020	[]	0	0	https://twitter.com/SinInChaos_7/status/1335557132058587136
	oomf got covid 😕	Kikinnamon	Sun Dec 06 14:07:14 +0000 2020	[]	0	0	https://twitter.com/Kikinnamon/status/1335586602614079488
	update: she got covid	angybirdstan	Sun Dec 06 14:46:16 +0000 2020	[]	0	0	https://twitter.com/angybirdstan/status/1335596426315829254
	Both of my babies got Covid.	_KDUBB_3	Sun Dec 06 15:32:19 +0000 2020	[]	0	0	https://twitter.com/_KDUBB_3/status/1335608011612688386
	@mmpadellan @MrWednesday11 They got money, you got COVID!!	AlanCon30423820	Sun Dec 06 12:41:59 +0000 2020	[]	0	0	https://twitter.com/AlanCon30423820/status/1335565148623396864
	"@mtc_aygase7 Same mhie covid pampam 
GOT7 ON FIRE
#GOT7_AT_MAMA2020 
#GOT7  #갓세븐 @GOT7Official"	defcnvsh0re	Sun Dec 06 14:58:56 +0000 2020	['GOT7_AT_MAMA2020', 'GOT7', '갓세븐']	0	0	https://twitter.com/defcnvsh0re/status/1335599610874585089
	"@jaebambum @GOT7Official They are models for type of masks that suggested for covid. 😂😍
#GOT7_at_MAMA2020  
GOT7 PERFORMANCE KINGS   @GOT7Official #GOT7  #갓세븐"	defsoul99	Sun Dec 06 12:16:46 +0000 2020	['GOT7_at_MAMA2020']	0	0	https://twitter.com/defsoul99/status/1335558800028311553
	this covid shit ain’t gon never clear up. people to gotdamn hard headed	Jus_BeeCool	Sun Dec 06 14:23:41 +0000 2020	[]	0	0	https://twitter.com/Jus_BeeCool/status/1335590742354513921
	@bIusidebabe Think they got covid	outro_tear_	Sun Dec 06 14:20:49 +0000 2020	[]	0	0	https://twitter.com/outro_tear_/status/1335590021051674624
	
Social distancing affects american people
	Not just Americans.	fei_yen_kn	Sun Dec 06 15:11:02 +0000 2020	[]	0	0	https://twitter.com/fei_yen_kn/status/1335602655851401219
	Americans🤦🏾‍♂️	y_1ne	Sun Dec 06 14:08:10 +0000 2020	[]	0	0	https://twitter.com/y_1ne/status/1335586837344243719
	Americans: https://t.co/6kANKI8z8r	indeskribeabull	Sun Dec 06 14:04:05 +0000 2020	[]	0	0	https://twitter.com/indeskribeabull/status/1335585810318585856
	“people” 💀💀💀	roumpeidis	Sun Dec 06 14:27:51 +0000 2020	[]	0	0	https://twitter.com/roumpeidis/status/1335591790389436425
	Why 160 and not 161 or 162 people?	Soma4SV	Sun Dec 06 14:26:46 +0000 2020	[]	0	0	https://twitter.com/Soma4SV/status/1335591519055609861
	Some people will not be there	Soledad1473	Sun Dec 06 14:12:53 +0000 2020	[]	0	0	https://twitter.com/Soledad1473/status/1335588023313068033
	We the People	73warman	Sun Dec 06 13:55:27 +0000 2020	[]	0	0	https://twitter.com/73warman/status/1335583635865538562
	My people 😍	scotpaulabear	Sun Dec 06 13:09:23 +0000 2020	[]	0	0	https://twitter.com/scotpaulabear/status/1335572044025622528
	"""People"" ☠️☠️"	lok1lovemail	Sun Dec 06 13:06:32 +0000 2020	[]	0	0	https://twitter.com/lok1lovemail/status/1335571324350173185
	"""people"""	saiIorboyz	Sun Dec 06 13:03:04 +0000 2020	[]	0	0	https://twitter.com/saiIorboyz/status/1335570454682144771
	For the People.	DanielRomao96	Sun Dec 06 12:38:12 +0000 2020	[]	0	0	https://twitter.com/DanielRomao96/status/1335564197531422722
